List;ItemType;Context;Idiomaticity;Correctness;Context sentence;Target sentence;CritWord;EndQuestion;CorrectAnswer;;;;;;;;;;;;;;;;;;
2;experimental;Neutral;Idiomatic;correct;Voor haar werk bezoekt Thea het hoofdkantoor van ING.;De hele toestand hangt haar behoorlijk de keel uit.;keel;;;;;;;;;;;;;;;;;;;;
2;experimental;Neutral;Literal;incorrect;In de trein bladert Jochem aandachtig de reiscatalogus door.;Zijn maatpak is donkerblauw met dunne witte kijkers erop.;kijkers;;;;;;;;;;;;;;;;;;;;
2;experimental;Predictive;Idiomatic;correct;Op een kladpapiertje berekende Esther de exact goede uitkomst.;Het antwoord op de rekensom klopte als een bus gelukkig.;bus;;;;;;;;;;;;;;;;;;;;
2;experimental;Neutral;Idiomatic;incorrect;Op kantoor bespraken de aannemers de aanbouw van huurwoningen.;De burgemeester schoof het idee op de lange wang vanmiddag.;wang;;;;;;;;;;;;;;;;;;;;
2;experimental;Neutral;Literal;correct;Bij het benefietfeest doneerde een oude man tien euro.;De baron had een blinkend horloge om zijn pols hangen.;pols;;;;;;;;;;;;;;;;;;;;
2;experimental;Neutral;Literal;correct;De jongeman legde zijn probleem uit aan de klantenservice.;De telefoniste pakte de telefoon en toetste zijn nummer in.;nummer;;;;;;;;;;;;;;;;;;;;
2;experimental;Predictive;Idiomatic;correct;Tijdens het lange gesprek nam Chantal een moeilijke beslissing.;Na veel wikken en wegen hakte ze eindelijk de knoop door.;knoop;;;;;;;;;;;;;;;;;;;;
2;experimental;Predictive;Idiomatic;correct;Op het politiebureau geeft Ramon de leugenachtige autoverkoper aan.;Sinds het incident vertrouwt hij de man voor geen cent meer.;cent;;;;;;;;;;;;;;;;;;;;
2;experimental;Predictive;Idiomatic;incorrect;Paulien heeft haar relatie verbroken tijdens een verhit telefoongesprek.;Vanwege alle problemen gaf ze haar vriend uiteindelijk de kuif daarnet.;kuif;;;;;;;;;;;;;;;;;;;;
2;experimental;Neutral;Idiomatic;correct;Het echtpaar wilde een duur huis in Haarlem kopen.;Na dagen onderhandelen deden beide partijen water bij de wijn gelukkig.;wijn;;;;;;;;;;;;;;;;;;;;
2;experimental;Neutral;Idiomatic;correct;In haar werkkamer schreef de actrice een lange brief.;De gedachte aan een plotseling afscheid maakte haar van streek laatst.;streek;;;;;;;;;;;;;;;;;;;;
2;experimental;Neutral;Literal;correct;Vanuit de hal opende Marije snel haar groene voordeur.;Ze hoorde voetstappen en op het raam klonk een bons daarnet.;bons;;;;;;;;;;;;;;;;;;;;
2;experimental;Neutral;Literal;incorrect;Renske en ik bezochten de markt in het stadscentrum.;De chauffeur stempelde mijn strippenkaart toen ik in de hut stapte.;hut;;;;;;;;;;;;;;;;;;;;
2;experimental;Neutral;Literal;incorrect;Mick kan voor het avondeten geen tikkertje meer spelen.;Het kind moet nablijven bij het hoofd van de zuster vanmiddag.;zuster;;;;;;;;;;;;;;;;;;;;
2;experimental;Predictive;Idiomatic;correct;In Groningen profiteren jongeren en ouderen van elkaars inzet.;De samenwerking is voordelig, want beide partijen plukken er de vruchten van.;vruchten;;;;;;;;;;;;;;;;;;;;
2;experimental;Predictive;Idiomatic;correct;In de winter heeft Sanne haar eigen vader begraven.;Na jaren van ziekte ging de oude man uiteindelijk de pijp uit.;pijp;;;;;;;;;;;;;;;;;;;;
2;experimental;Predictive;Idiomatic;correct;Aan de bar vertelde Ben opnieuw een oude mop.;Met het maken van die graptrapte hij een open deur in.;deur;;;;;;;;;;;;;;;;;;;;
2;experimental;Predictive;Idiomatic;incorrect;De marathon van Rotterdam trekt dit jaar weinig deelnemers.;Er zijn enkele aanmeldingen, maar het loopt nog niet echt leeuw hier.;leeuw;;;;;;;;;;;;;;;;;;;;
2;experimental;Predictive;Idiomatic;incorrect;Op de vuilstort beklaagt een medewerker zijn lange werkdagen.;De hardwerkende vuilnisman moet alweer om zes uur aan de bron morgen.;bron;;;;;;;;;;;;;;;;;;;;
2;experimental;Neutral;Idiomatic;correct;Voor haar werk kocht de vrouw veel dure kleding.;De detective had wel door hoe de vork in de steel zat.;steel;;;;;;;;;;;;;;;;;;;;
2;experimental;Predictive;Literal;correct;Op de boerderij aaiden de kinderen het pasgeboren kippetje.;Na drie weken broeden kwam er een kuiken uit het ei gekropen.;ei;;;;;;;;;;;;;;;;;;;;
2;experimental;Neutral;Literal;correct;Op maandagochtend vertelde de directrice trots over haar familieweekend.;In Drenthe maakte het gezin een rondrit met paard en wagen gisteren.;wagen;;;;;;;;;;;;;;;;;;;;
2;experimental;Predictive;Idiomatic;correct;Ondanks veel protest krijgt de thuisploeg toch een penalty.;De uitgejoelde scheidsrechter komt voor zichzelf op en blijft op zijn strepen staan.;strepen;;;;;;;;;;;;;;;;;;;;
2;experimental;Predictive;Idiomatic;incorrect;In Den Haag bespreekt de regering het reddeloze begrotingstekort.;Met een crisis als deze gaat de hele economie naar de tulpen binnenkort.;tulpen;;;;;;;;;;;;;;;;;;;;
2;experimental;Neutral;Idiomatic;incorrect;In mei won Adriaan van Dis een belangrijke literatuurprijs.;En alweer schudt de schrijver moeiteloos een nieuw verhaal uit zijn gids vanavond.;gids;;;;;;;;;;;;;;;;;;;;
2;experimental;Predictive;Literal;correct;Rond lunchtijd arriveerde Erben Wennemars in zijn oude traingshal.;Het schaatste heerlijk in Thialf op het ijs van de nieuwe baan vanmiddag.;baan;;;;;;;;;;;;;;;;;;;;
2;experimental;Neutral;Literal;incorrect;Op het schoolplein lacht een jongen zijn klasgenootje uit.;Het meisje met de scheve tanden moet van de tandarts een hippie dragen.;hippie;;;;;;;;;;;;;;;;;;;;
2;experimental;Neutral;Literal;incorrect;In het openluchtmuseum volgden de enthousiaste kinderen allerlei workshops.;In de houtzagerij werd uit een recht stuk hout een stevige fiets gezaagd.;fiets;;;;;;;;;;;;;;;;;;;;
2;experimental;Predictive;Idiomatic;incorrect;Bij de wereldkampioenschappen zwom Pieter op zijn maximale snelheid.;Om een toptijd neer te zetten moest de zwemmer alles uit de thee halen.;thee;;;;;;;;;;;;;;;;;;;;
2;experimental;Predictive;Idiomatic;incorrect;Bij het uitgaan zag Roy zichzelf als overbodig gezelschap.;Tegenover het zoenende stelletje voelde hij zich het vijfde wiel aan de klant gisteren.;klant;;;;;;;;;;;;;;;;;;;;
2;experimental;Neutral;Idiomatic;correct;In het weekend heeft Jelmer zijn moeders verjaardag gevierd.;Doordat hij slecht tegen drank kon liep het hele feestje in de soep helaas.;soep;;;;;;;;;;;;;;;;;;;;
2;experimental;Predictive;Literal;incorrect;Voor zijn dertigste verjaardag kreeg Gijs een leren ceintuur.;Na veel afvallen kon Gijs de gesp een gaatje verder in zijn tent doen.;tent;;;;;;;;;;;;;;;;;;;;
2;experimental;Neutral;Idiomatic;correct;Inge heeft vanavond een etentje in een restaurant gepland.;Na jaren daten via websites sloeg de vrouw eindelijk een man aan de haak gisteren.;haak;;;;;;;;;;;;;;;;;;;;
2;experimental;Neutral;Idiomatic;incorrect;Voor de bloemenwinkel stak een studente de straat over.;De vrouw die dacht dat de kust veilig was had het bij het verkeerde glas helaas.;glas;;;;;;;;;;;;;;;;;;;;
2;experimental;Neutral;Idiomatic;incorrect;Aan haar bureau helpt de docente Frans een scholier.;Toen de verhouding van de lerares met de leerling bekend werd keek iedereen haar met de cel aan.;cel;;;;;;;;;;;;;;;;;;;;
2;experimental;Predictive;Literal;correct;Op haar rug tuurde Maartje naar de blauwe lucht.;Ze keek naar de wolken boven zich.;wolken;;;;;;;;;;;;;;;;;;;;
2;experimental;Predictive;Idiomatic;incorrect;Bij het kampvuur vertelde Jaap een anekdote vol onzin.;Dat rare verhaal is een broodje wal volgens mij.;wal;;;;;;;;;;;;;;;;;;;;
2;experimental;Neutral;Literal;correct;Voor alle congresbezoekers bestelt Maria standaard het luxe pakket.;Het brood wordt gebakken door de bakker volgens haar.;bakker;;;;;;;;;;;;;;;;;;;;
2;experimental;Neutral;Literal;correct;Tijdens de quiz beantwoordt de deelnemer de bonusvraag goed.;De mens stamt af van de aap volgens Darwin.;aap;;;;;;;;;;;;;;;;;;;;
2;experimental;Neutral;Literal;incorrect;Door de regen heen liep Steven naar de slager.;Er zat een gat in zijn bed ontdekte hij.;bed;;;;;;;;;;;;;;;;;;;;
2;experimental;Neutral;Literal;incorrect;De sportieve vakantiegangers maakten een lange fietstocht door Drenthe.;Tussen de weilanden lag een ondiepe lunch vol rommel.;lunch;;;;;;;;;;;;;;;;;;;;
2;experimental;Predictive;Idiomatic;incorrect;In Nederland investeerden kunstschilders veel tijd in hun schilderijen.;Rembrandt schilderde niet zomaar uit de losse buur wat portretten.;buur;;;;;;;;;;;;;;;;;;;;
2;experimental;Predictive;Idiomatic;incorrect;Sarah heeft de reserveringen ruim tevoren in orde gemaakt.;Alles is geregeld en komt voor de schoft volgens haar.;schoft;;;;;;;;;;;;;;;;;;;;
2;experimental;Neutral;Idiomatic;correct;Op sommige dagen vertelde opa verhalen uit zijn jeugd.;Tijdens die periode moest men op een houtje bijten helaas.;houtje;;;;;;;;;;;;;;;;;;;;
2;experimental;Neutral;Idiomatic;incorrect;In de supermarkt kopen klanten vlees uit de fabriek.;De demonstranten zetten een grote actie op lijk volgende week.;lijk;;;;;;;;;;;;;;;;;;;;
2;experimental;Predictive;Idiomatic;correct;Eén leerling behaalde in mei maar net zijn diploma.;De scholier haalde met de hakken over de sloot zijn tentamens.;sloot;;;;;;;;;;;;;;;;;;;;
2;experimental;Predictive;Idiomatic;incorrect;Door zijn ongehoorzame gedrag kreeg het jongetje vaak straf.;Bijna elke week werkte hij zichzelf in de kegels op school.;kegels;;;;;;;;;;;;;;;;;;;;
2;experimental;Predictive;Literal;correct;Tussen de rotsen gebruiken de alpinisten twee soorten koorden.;De bergbeklimmers zitten aan elkaar vast met een touw van nylon.;touw;;;;;;;;;;;;;;;;;;;;
2;experimental;Predictive;Literal;correct;In het hiernamaals ontvangt een engel de overleden mensen.;Na de dood gaan vrome gelovigen naar de hemel van God.;hemel;;;;;;;;;;;;;;;;;;;;
2;experimental;Predictive;Literal;incorrect;Thomas heeft een grote hap boerenkool in zijn mond.;Hij slikt en het voedsel glijdt door zijn maan naar beneden.;maan;;;;;;;;;;;;;;;;;;;;
2;experimental;Neutral;Literal;correct;Vanaf het terras aanschouwen de vrouwen de passerende massa.;Veel mannen van middelbare leeftijd hebben een kale kop die glimt.;kop;;;;;;;;;;;;;;;;;;;;
2;experimental;Neutral;Literal;correct;Het echtpaar zocht een koper voor hun oude huis.;Het plafond werd gestut met een stevige houten balk vorige maand.;balk;;;;;;;;;;;;;;;;;;;;
2;experimental;Neutral;Literal;incorrect;De jongen stalt zijn verzameling uit op de salontafel.;Het kleinste muntje dat waarde heeft is een vlek van koper.;vlek;;;;;;;;;;;;;;;;;;;;
2;experimental;Neutral;Idiomatic;incorrect;In de randstad rijden de lijnbussen op duurzame biodiesel.;Rotterdam loopt wat betreft openbaar vervoer te hard van ruiter met investeren.;ruiter;;;;;;;;;;;;;;;;;;;;
2;experimental;Predictive;Literal;incorrect;Twee hulpkoks vervoeren de warme drankjes in een ketel.;De vrouw van de catering schenkt koffie uit de fee in kopjes.;fee;;;;;;;;;;;;;;;;;;;;
2;experimental;Predictive;Literal;incorrect;Op de kaart wijst de aardrijkskundedocent verschillende gebieden aan.;Net als Salland en Twente is de Achterhoek een figuur in Nederland.;figuur;;;;;;;;;;;;;;;;;;;;
2;experimental;Predictive;Literal;incorrect;In het opvanghuis toonde de dakloze zijn incomplete gebit.;Voor in zijn mond miste de grijnzende zwerver een foto vanwege drugsgebruik.;foto;;;;;;;;;;;;;;;;;;;;
2;experimental;Neutral;Literal;incorrect;Bij toeval herkent een serveerster één van de gasten.;De blonde acteur kijkt haar aan met zijn blauwe heren wijd open.;heren;;;;;;;;;;;;;;;;;;;;
2;experimental;Neutral;Idiomatic;correct;Bij de commerciële omroep zoekt de redactie nieuwe verslaggevers.;Die journalist van het roddelblad zuigt de verhalen uit zijn duim volgens mij.;duim;;;;;;;;;;;;;;;;;;;;
2;experimental;Neutral;Idiomatic;correct;Achter de bouwmarkt parkeerde een man zijn kleine auto.;Na de zoveelste transactie liep de onvoorzichtige fraudeur tegen de lamp vorige week.;lamp;;;;;;;;;;;;;;;;;;;;
2;experimental;Predictive;Literal;incorrect;In de regel heeft de mens een kleine pink.;De dikste en kortste vinger van de hand is de paus volgens mij.;paus;;;;;;;;;;;;;;;;;;;;
2;experimental;Predictive;Literal;incorrect;Wendy had de wanden in haar oude studentenkamer leeggehaald.;In haar nieuwe huis hing ze een schilderij aan de vent afgelopen donderdag.;vent;;;;;;;;;;;;;;;;;;;;
2;experimental;Neutral;Literal;correct;In zijn atelier verplaatst de kunstenaar een oud beeldhouwwerk.;Op zijn kop draagt de stier een paar vervaarlijk uitziende horens als wapens.;horens;;;;;;;;;;;;;;;;;;;;
2;experimental;Neutral;Literal;incorrect;Bij het afrekenen steunde de bejaarde op zijn rollator.;Meteen nadat de opa tabak had gekocht stopte hij zijn muis en rookte.;muis;;;;;;;;;;;;;;;;;;;;
2;experimental;Neutral;Literal;incorrect;In Zuid-Amerika nemen veel reizigers deel aan indrukwekkende excursies.;In het woeste oerwoud klom de aap vliegensvlug in de tafel naar boven.;tafel;;;;;;;;;;;;;;;;;;;;
2;experimental;Predictive;Idiomatic;correct;Gerards voorstel kreeg veel positieve reacties vanuit de klas.;Het idee viel bij de rest van de groep in goede aarde deze keer.;aarde;;;;;;;;;;;;;;;;;;;;
2;experimental;Predictive;Idiomatic;incorrect;In de herfst vieren de uitgeputte akkerbouwers hun winst.;De goede oogst haalt bij de boeren wat druk van de doorn dit jaar.;doorn;;;;;;;;;;;;;;;;;;;;
2;experimental;Neutral;Idiomatic;correct;Na de verhuizing heeft Marius meteen zijn adreswijziging doorgegeven.;Bij de gemeente stuurden ze hem vanhet kastje naar de muur afgelopen donderdag.;muur;;;;;;;;;;;;;;;;;;;;
2;experimental;Predictive;Literal;incorrect;Tijdens de verbouwing zorgden gespecialiseerde vakmensen voor de verlichting.;Zonder veel moeite draaide de kundige electricien het peertje in de flat vorige week.;flat;;;;;;;;;;;;;;;;;;;;
2;experimental;Neutral;Literal;incorrect;Om praktische redenen pakte de vader de kleuter op.;Aan het eind van de huilbui hoorde je nog een laatste veer van verdriet.;veer;;;;;;;;;;;;;;;;;;;;
2;experimental;Neutral;Idiomatic;incorrect;Sinds een jaar heeft Annemiek een vriendje in Frankrijk.;Overdag ruziën ze maar in de avond is alles weer koek en pak tussen hen.;pak;;;;;;;;;;;;;;;;;;;;
2;experimental;Neutral;Idiomatic;incorrect;Else had slechts twee jaar lessen gevolgd in Groningen.;Toen ze slaagde voor haar examen sprong ze een gat in de geest van blijdschap.;geest;;;;;;;;;;;;;;;;;;;;
2;experimental;Predictive;Literal;correct;Bij euthanasie weten patiënten meestal geen andere uitweg meer.;Wanneer mensen doodgaan zien ze vaak een tunnel met licht aan het eind zegt men.;eind;;;;;;;;;;;;;;;;;;;;
2;experimental;Predictive;Literal;incorrect;Op een kompas kan men de verschillende windrichtingen onderscheiden.;De zon komt op in het oosten en gaat onder in het bewijs in Nederland.;bewijs;;;;;;;;;;;;;;;;;;;;
2;experimental;Predictive;Idiomatic;correct;In de kerk dragen mensen vaak kleding van vroeger.;Die vrouw in klederdracht uit Staphorst is echt nog iemand van de oude stempel lijkt mij.;stempel;;;;;;;;;;;;;;;;;;;;
2;experimental;Predictive;Idiomatic;incorrect;In de circustent wees een artiest Pim nadrukkelijk terecht.;De clown haalde hem uit het publiek en zette hem flink op zijn handel vorige week.;handel;;;;;;;;;;;;;;;;;;;;
2;experimental;Neutral;Idiomatic;incorrect;Bart krijgt vaak kaartjes van Lisa in zijn brievenbus.;Omdat hij mijn leven heeft gered staat zij bij hem diep in het decor voor altijd.;decor;;;;;;;;;;;;;;;;;;;;
2;experimental;Predictive;Literal;incorrect;Op haar fiets had Linda niet alleen een boodschappenkrat.;Op weg naar het ziekenhuis nam ze veel fruit mee in een rieten beer met hengsels.;beer;;;;;;;;;;;;;;;;;;;;
2;experimental;Neutral;Idiomatic;correct;Die man kan geen auto betalen van zijn pensioen.;In plaats van de recessie te bestrijden steekt het kabinet de kop in het zand deze week.;zand;;;;;;;;;;;;;;;;;;;;
2;experimental;Predictive;Literal;correct;In Artis bestudeerde Sofie de hals van een dier.;De giraffe had weinig moeite om bij de groene blaadjes te komen met zijn lange nek en snuit.;nek;;;;;;;;;;;;;;;;;;;;
2;experimental;Predictive;Literal;correct;In grootmoeders tijd hadden leerlingen nog geen papieren schriftjes.;Tot in de jaren vijftig schreven kinderen op school nog met een griffel op een lei hun opstellen.;lei;;;;;;;;;;;;;;;;;;;;
2;experimental;Predictive;Literal;incorrect;Met veel geduld stookte vader het vuur hoog op.;Hij deed nog een extra rondje in de kachel.;rondje;;;;;;;;;;;;;;;;;;;;
2;experimental;Neutral;Literal;correct;De vrouw sprak met een vriendin af in Scheveningen.;Aan de kust waaide de wind sterker dan elders.;wind;;;;;;;;;;;;;;;;;;;;
2;experimental;Neutral;Literal;correct;Tijdens de barbecue wisselden de dorpsgenoten hun standpunten uit.;De meeste boeren verwijderen de nesten uit hun weiland.;nesten;;;;;;;;;;;;;;;;;;;;
2;experimental;Predictive;Idiomatic;correct;Door zijn slechte gedrag kreeg Steven vaak strafwerk mee.;Hij lapte alle regels aan zijn laars tijdens de les.;laars;;;;;;;;;;;;;;;;;;;;
2;experimental;Neutral;Idiomatic;incorrect;In kleine dorpen steunen weinig lokale politici Geert Wilders.;Hij scheert alle buitenlanders over één rek volgens veel mensen.;rek;;;;;;;;;;;;;;;;;;;;
2;experimental;Neutral;Idiomatic;incorrect;Op internet heeft Lisanne een stuk over zichzelf gelezen.;Ze speelde de sterren van de basis op het concert.;basis;;;;;;;;;;;;;;;;;;;;
2;experimental;Predictive;Literal;incorrect;Op zoek naar wijnglazen trekt Elise verschillende lades open.;Ze vindt ze uiteindelijk in de bril boven het aanrecht.;bril;;;;;;;;;;;;;;;;;;;;
2;experimental;Predictive;Idiomatic;correct;Op het podium bedankt de acteur zijn dierbare ouders.;Zijn familie ligt hem na aan het hart als enig kind.;hart;;;;;;;;;;;;;;;;;;;;
2;experimental;Predictive;Literal;incorrect;Vanuit de verte kon men de uitslaande vlammen zien.;De brandweer bluste met schuim het oplaaiende spoor in de schuur.;spoor;;;;;;;;;;;;;;;;;;;;
2;experimental;Neutral;Literal;correct;In de zomer volgen veel avontuurlijke jongeren een duikcursus.;Diep in de zee zwemmen gevaarlijke meterslange haaien met rijen tanden.;haaien;;;;;;;;;;;;;;;;;;;;
2;experimental;Neutral;Literal;correct;In de natuurfilm vergelijkt de bioloog verschillende soorten zoogdieren.;Zwangere vrouwen dragen een kind in hun buik voor negen maanden.;buik;;;;;;;;;;;;;;;;;;;;
2;experimental;Neutral;Literal;correct;In de zomervakantie maakte Karel een rondreis door België.;Bij Waterloo verloor Napoleon een zeer bekende slag in de geschiedenis.;slag;;;;;;;;;;;;;;;;;;;;
2;experimental;Predictive;Idiomatic;correct;Tijdens hoorcolleges beschrijft de docent nadelen van iedere onderzoekstechniek.;Elke methode heeft weer zijn eigen haken en ogen volgens de professor.;ogen;;;;;;;;;;;;;;;;;;;;
2;experimental;Predictive;Idiomatic;correct;Bij de hoorzitting verraadt de ondervraagde vrouw haar man.;In een interview klapt de getuige uit de school over de verdachte.;school;;;;;;;;;;;;;;;;;;;;
2;experimental;Predictive;Idiomatic;correct;Na de audities wees de jury één deelnemer af.;Klaas werd geselecteerd, maar Jos viel buiten de boot en bleef thuis.;boot;;;;;;;;;;;;;;;;;;;;
2;experimental;Predictive;Idiomatic;incorrect;Die crimineel doodde al vijf mannen op afgelegen plekken.;En weer maakt de moordenaar een slachtoffer van stem in een steegje.;stem;;;;;;;;;;;;;;;;;;;;
2;experimental;Neutral;Idiomatic;correct;In verkiezingstijd reist het CDA het hele land rond.;De kandidaat doet ons zijn plannen uit de doeken vanaf het podium.;doeken;;;;;;;;;;;;;;;;;;;;
2;experimental;Neutral;Idiomatic;correct;Tijdens de ouderavond bespreekt de juf haar leerling Elise.;Ze jaagt haar jonge broertje gemakkelijk op de kast volgens haar vader.;kast;;;;;;;;;;;;;;;;;;;;
2;experimental;Neutral;Idiomatic;incorrect;In zijn kindertijd verstuikte Matthijs eens zijn beide enkels.;Tikkertje speelde het jongetje alleen voor spek en veren vanwege zijn blessure.;veren;;;;;;;;;;;;;;;;;;;;
2;experimental;Neutral;Idiomatic;incorrect;Op de veiling koopt Maarten een schilderij van olieverf.;Door zijn depressie zat hij diep in de rit de afgelopen maanden.;rit;;;;;;;;;;;;;;;;;;;;
2;experimental;Predictive;Literal;correct;Die kapper gebruikt voor zijn eigen kapsel geen borstel.;Hij krijgt zijn haar zo netjes met een kam van simpel plastic.;kam;;;;;;;;;;;;;;;;;;;;
2;experimental;Predictive;Literal;correct;In alle haast was Herman zijn rode broodtrommel kwijtgeraakt.;De jongen deed zijn boterhammen in het plastic zakje uit de la.;zakje;;;;;;;;;;;;;;;;;;;;
2;experimental;Predictive;Literal;incorrect;Volgens de bijbel hielden oude lappen pasgeboren baby's warm.;Maria baarde een zoon en wikkelde hem in helmen in de kribbe.;helmen;;;;;;;;;;;;;;;;;;;;
2;experimental;Predictive;Literal;incorrect;Bij de friteuse verhitte het hete vet de handvaten.;De kok hield de pan vast bij de draak tijdens het bakken.;draak;;;;;;;;;;;;;;;;;;;;
2;experimental;Predictive;Literal;incorrect;De blonde taxichauffeur stuurde zijn glimmende auto naar links.;Om het gebouw heen maakte de weg een zenuw richting de parkeerplaats.;zenuw;;;;;;;;;;;;;;;;;;;;
2;experimental;Neutral;Literal;correct;Voor vandaag voorspelde het weerbericht veel wind en regen.;Toen het ging waaien hees de matroos het zeil zo snel mogelijk.;zeil;;;;;;;;;;;;;;;;;;;;
2;experimental;Neutral;Literal;incorrect;Op de markt verkocht de nieuwe groenteboer sappige watermeloenen.;Hij verkocht het aan de klant in een zee met plastic eromheen.;zee;;;;;;;;;;;;;;;;;;;;
2;experimental;Predictive;Idiomatic;incorrect;Tijdens dodenherdenking kon oma niet op de kleinkinderen passen.;Die avond hield de babysitter een oogje in het wijf bij de kinderen.;wijf;;;;;;;;;;;;;;;;;;;;
2;experimental;Predictive;Idiomatic;incorrect;In het casino verspilde de rijke man zijn loon.;De miljonair gooide altijd enorm veel geld over de krul in weinig tijd.;krul;;;;;;;;;;;;;;;;;;;;
2;experimental;Neutral;Idiomatic;correct;Alle hapjes en drankjes serveerde Hans in de tuin.;Zijn familie stak de weduwnaar een hart onder de riem met vele bezoekjes.;riem;;;;;;;;;;;;;;;;;;;;
2;experimental;Neutral;Idiomatic;incorrect;Op de interpagina verscheen een verslag over het weekoverleg.;De voorzitter deed ook een flinke duit in het musje bij het debat.;musje;;;;;;;;;;;;;;;;;;;;
2;experimental;Neutral;Idiomatic;incorrect;De schoonmakers vonden een oud zendapparaat voor de kazerne.;Het gerucht hing men liever niet aan de grote maat in het leger.;maat;;;;;;;;;;;;;;;;;;;;
2;experimental;Neutral;Idiomatic;incorrect;In het journaal licht de nieuwslezer het regeringsplan uit.;De politici vliegen elkaar over de kwestie in de kippen zo te zien.;kippen;;;;;;;;;;;;;;;;;;;;
2;experimental;Predictive;Literal;correct;Sander kreeg altijd al buikpuin van chili con carne.;Zijn darmen speelden op na het eten van bruine bonen bij het diner.;bonen;;;;;;;;;;;;;;;;;;;;
2;experimental;Predictive;Literal;correct;De verkoopster stuurde de geretourneerde enkellaarsjes naar de reparateur.;De fabrikant monteerde een paar nieuwe zolen onder de schoenen die waren teruggebracht.;schoenen;;;;;;;;;;;;;;;;;;;;
2;experimental;Predictive;Literal;correct;Door het regentekort veranderden de minerale bronnen in zand.;Om aan water te komen groef men een diepe put in de grond.;put;;;;;;;;;;;;;;;;;;;;
2;experimental;Predictive;Literal;correct;Vanuit de tuin tuurde Maaike naar de strakblauwe hemel.;Boven haar vloog een enorme zwerm spreeuwen in de lucht naar het zuiden.;lucht;;;;;;;;;;;;;;;;;;;;
2;experimental;Predictive;Literal;incorrect;Autoverzamelaars besteden vaak veel geld aan hun dure hobby.;Voor een mooie Porsche betaalt de liefhebber een hoge tekst in de winkel.;tekst;;;;;;;;;;;;;;;;;;;;
2;experimental;Predictive;Literal;incorrect;Tegen lunchtijd had de druiventeler een fles Bordeaux geopend.;De Fransman nipte rustig van een lekker glas rode zoon in zijn tuin.;zoon;;;;;;;;;;;;;;;;;;;;
2;experimental;Predictive;Literal;incorrect;Op woensdagochtend leegde de keukenhulp de pan met snert.;De kok maakte bouillon en vermicelli voor in de neef van de dag.;neef;;;;;;;;;;;;;;;;;;;;
2;experimental;Neutral;Literal;correct;De kleuterjuf wijst een plaatje in een prentenboek aan.;De heks brouwt een giftig mengsel in een grote ketel op het vuur.;ketel;;;;;;;;;;;;;;;;;;;;
2;experimental;Neutral;Literal;correct;Op Koningsdag organiseert de gemeente altijd een groot evenement.;Doordat de microfoon slecht was overstemden de instrumenten de zang op het concert.;zang;;;;;;;;;;;;;;;;;;;;
2;experimental;Neutral;Literal;incorrect;Tijdens de biologieles bespreekt de leraar het tweede hoofdstuk.;Appels, peren en peultjes vallen allemaal in de categorie spelers in de natuur.;spelers;;;;;;;;;;;;;;;;;;;;
2;experimental;Neutral;Literal;incorrect;Vanachter het raam observeerde de oma een dikke kerel.;De tuinman harkte met een schoffel in de natte kleur tussen de struiken.;kleur;;;;;;;;;;;;;;;;;;;;
2;experimental;Neutral;Literal;incorrect;Het jongetje had de schat in het computerspelletje gevonden.;Om de kamer binnen te komen opende hij de vogel met de klink.;vogel;;;;;;;;;;;;;;;;;;;;
2;experimental;Predictive;Idiomatic;correct;De buren in die flat vinden de prijsverandering onaanvaardbaar.;Die schandalige verhoging van de huur kan niet door de beugel volgens de bewoners.;beugel;;;;;;;;;;;;;;;;;;;;
2;experimental;Predictive;Idiomatic;incorrect;Jasper gaf precies de juiste respons tijdens het oefendebat.;Met dat antwoord sloeg de leerling de spijker op zijn stad volgens de meester.;stad;;;;;;;;;;;;;;;;;;;;
2;experimental;Predictive;Idiomatic;incorrect;Tijdens de familiedag legde Chris de oude ruzie bij.;Met het opbiechten van al zijn daden maakte hij schoon volk met zijn verleden.;volk;;;;;;;;;;;;;;;;;;;;
2;experimental;Neutral;Idiomatic;correct;In de senaatszaal lichtte een promovendus zijn dissertatie toe.;De conclusie van het proefschrift was te kort door de bocht volgens de commissie.;bocht;;;;;;;;;;;;;;;;;;;;
2;experimental;Predictive;Literal;correct;Onder zijn bureau ontdekte Tommy een rommelige berg exambundels.;Hij legde de boeken netjes op elkaar op een hoge stapel van meters hoog.;stapel;;;;;;;;;;;;;;;;;;;;
2;experimental;Predictive;Literal;correct;In de jaren tachtig hadden klaslokalen geen digitale schermen.;De meester schreef op het bord met een wit stuk krijt uit een pakje.;krijt;;;;;;;;;;;;;;;;;;;;
2;experimental;Predictive;Literal;incorrect;De geoefende moordenaar doorboorde zijn doelwit op brute wijze.;Met het scherpe mes gaf hij het slachtoffer een dodelijke firma in de hals.;firma;;;;;;;;;;;;;;;;;;;;
2;experimental;Neutral;Literal;correct;Ben bracht de vakantie door in zijn ouderlijk huis.;Hij stopte zijn opgevouwen kleren in een la van de kast op zijn kamer.;kast;;;;;;;;;;;;;;;;;;;;
2;experimental;Neutral;Literal;correct;In het natuurgebied laat een vrouw haar poedel uit.;De hond zwemt moeiteloos van de ene naar de andere kant van het meer.;kant;;;;;;;;;;;;;;;;;;;;
2;experimental;Neutral;Literal;incorrect;Tijdens zijn opleiding had Reiner veel praktische vaardigheden geleerd.;Hij ging van boord en legde in de touwen een engel uit de zeevaart.;engel;;;;;;;;;;;;;;;;;;;;
